chr	start	end	Annotation
chr6	7208622	7208851	intron.(NM_001003700,.intron.6.of.11)
chr6	7219813	7220620	intron.(NM_001003700,.intron.8.of.11)
chr6	7305987	7306246	intron.(NM_001292008,.intron.2.of.7)
chr6	7725172	7735717	intron.(NM_001718,.intron.1.of.6)
chr6	7737746	7737924	intron.(NM_001718,.intron.1.of.6)
chr6	7738218	7740640	intron.(NM_001718,.intron.1.of.6)
chr6	7741526	7742146	intron.(NM_001718,.intron.1.of.6)
chr6	7744942	7745376	intron.(NM_001718,.intron.1.of.6)
chr6	7746319	7746579	intron.(NM_001718,.intron.1.of.6)
chr6	7748991	7754279	intron.(NM_001718,.intron.1.of.6)
chr6	7755054	7759728	intron.(NM_001718,.intron.1.of.6)
chr6	7759952	7761042	intron.(NM_001718,.intron.1.of.6)
chr6	7763310	7763525	intron.(NM_001718,.intron.1.of.6)
chr6	7763555	7764095	intron.(NM_001718,.intron.1.of.6)
chr6	7767229	7775051	intron.(NM_001718,.intron.1.of.6)
chr6	7776619	7779586	intron.(NM_001718,.intron.1.of.6)
chr6	7780783	7787947	intron.(NM_001718,.intron.1.of.6)
chr6	7798966	7799123	intron.(NM_001718,.intron.1.of.6)
chr6	7799614	7807397	intron.(NM_001718,.intron.1.of.6)
chr6	7810215	7817067	intron.(NM_001718,.intron.1.of.6)
chr6	7824251	7824546	intron.(NM_001718,.intron.1.of.6)
chr6	7826786	7827249	intron.(NM_001718,.intron.1.of.6)
chr6	7827616	7828143	intron.(NM_001718,.intron.1.of.6)
chr6	7828196	7828771	intron.(NM_001718,.intron.1.of.6)
chr6	7829431	7829707	intron.(NM_001718,.intron.1.of.6)
chr6	7834059	7834338	intron.(NM_001718,.intron.1.of.6)
chr6	7836571	7836972	intron.(NM_001718,.intron.1.of.6)
chr6	7840502	7840898	intron.(NM_001718,.intron.1.of.6)
chr6	7842195	7843101	intron.(NM_001718,.intron.1.of.6)
chr6	7846064	7846816	intron.(NM_001718,.intron.2.of.6)
chr6	7853461	7854547	intron.(NM_001718,.intron.2.of.6)
chr6	7861453	7861685	intron.(NM_001718,.intron.2.of.6)
chr6	7864787	7874593	intron.(NM_001718,.intron.4.of.6)
chr6	7936876	7942513	intron.(NR_037616,.intron.4.of.12)
chr6	7953607	7955756	intron.(NR_037616,.intron.4.of.12)
chr6	7982873	7986227	intron.(NR_037616,.intron.4.of.12)
chr6	7987539	7995778	intron.(NR_037616,.intron.4.of.12)
chr6	8336671	8338191	Intergenic
chr6	8618988	8620688	intron.(NR_038980,.intron.3.of.4)
chr6	9499086	9499324	Intergenic
chr6	9499425	9499857	Intergenic
chr6	9717793	9718071	Intergenic
chr6	10534090	10537671	intron.(NM_145649,.intron.3.of.4)
chr6	10659631	10660278	Intergenic
chr6	10664177	10664534	Intergenic
chr6	10720033	10721696	Intergenic
chr6	10855739	10855958	Intergenic
chr6	11111589	11111950	intron.(NM_207582,.intron.1.of.1)
chr6	11144982	11145352	Intergenic
chr6	11244899	11245261	intron.(NM_001142393,.intron.2.of.7)
chr6	11269041	11269366	intron.(NM_001142393,.intron.2.of.7)
chr6	11298306	11298770	intron.(NM_001142393,.intron.2.of.7)
chr6	11300424	11300718	intron.(NM_001142393,.intron.2.of.7)
chr6	11356214	11356637	intron.(NM_001142393,.intron.1.of.7)
chr6	11403773	11403999	Intergenic
chr6	11404006	11405475	Intergenic
chr6	11443498	11446423	Intergenic
chr6	11448315	11448823	Intergenic
chr6	11691771	11693445	Intergenic
chr6	11721829	11725131	intron.(NM_001143948,.intron.6.of.6)
chr6	11725205	11725525	intron.(NM_001143948,.intron.5.of.6)
chr6	11725734	11736742	intron.(NM_001143948,.intron.5.of.6)
chr6	11769641	11772420	intron.(NM_001143948,.intron.1.of.6)
chr6	11824845	11825263	Intergenic
chr6	11826628	11836834	Intergenic
chr6	11900008	11903855	Intergenic
chr6	11976115	11976362	Intergenic
chr6	12046983	12050673	intron.(NM_002114,.intron.2.of.8)
chr6	12051841	12053697	intron.(NM_002114,.intron.2.of.8)
chr6	12053727	12053998	intron.(NM_002114,.intron.2.of.8)
chr6	12059743	12059963	intron.(NM_002114,.intron.2.of.8)
chr6	12060492	12062062	intron.(NM_002114,.intron.2.of.8)
chr6	12064064	12064447	intron.(NM_002114,.intron.2.of.8)
chr6	12064918	12065257	intron.(NM_002114,.intron.2.of.8)
chr6	12065287	12066567	intron.(NM_002114,.intron.2.of.8)
chr6	12114227	12115348	intron.(NM_002114,.intron.3.of.8)
chr6	12115517	12117184	intron.(NM_002114,.intron.3.of.8)
chr6	12119427	12120202	intron.(NM_002114,.intron.3.of.8)
chr6	12149396	12149658	intron.(NM_002114,.intron.7.of.8)
chr6	12594962	12595640	Intergenic
chr6	12606170	12606378	Intergenic
chr6	12957038	12958298	intron.(NM_030948,.intron.4.of.14)
chr6	13280174	13284206	intron.(NM_001242698,.intron.3.of.4)
chr6	13284714	13288673	intron.(NM_030948,.intron.14.of.14)
chr6	13293882	13311308	Intergenic
chr6	13322875	13323042	intron.(NM_001143966,.intron.2.of.6)
chr6	13353311	13360084	Intergenic
chr6	13523286	13529678	Intergenic
chr6	13654556	13657294	intron.(NM_005493,.intron.4.of.13)
chr6	13739018	13739220	Intergenic
chr6	13762256	13764269	Intergenic
chr6	13794320	13794462	intron.(NM_001031713,.intron.6.of.8)
chr6	13794848	13795348	intron.(NM_001031713,.intron.6.of.8)
chr6	14073900	14074109	Intergenic
chr6	14091075	14091218	Intergenic
chr6	14091443	14091598	Intergenic
chr6	14223909	14226275	Intergenic
chr6	14241248	14241680	Intergenic
chr6	14241785	14242242	Intergenic
chr6	14254378	14255425	Intergenic
chr6	14275872	14278584	Intergenic
chr6	14380949	14384850	Intergenic
chr6	14386343	14387439	Intergenic
chr6	14396599	14398508	Intergenic
chr6	14663677	14666047	Intergenic
chr6	14733457	14733766	Intergenic
chr6	14736167	14736295	Intergenic
chr6	14911033	14911195	Intergenic
chr6	15022372	15024673	Intergenic
chr6	15232105	15235795	Intergenic
chr6	15264373	15268033	intron.(NM_001267040,.intron.1.of.17)
chr6	15279517	15283367	intron.(NM_001267040,.intron.1.of.17)
chr6	15311902	15315000	intron.(NM_001267040,.intron.1.of.17)
chr6	15510126	15510436	intron.(NM_001267040,.intron.12.of.17)
chr6	15621480	15621861	intron.(NM_183040,.intron.5.of.8)
chr6	15653373	15654588	intron.(NM_183040,.intron.1.of.8)
chr6	15657796	15660079	intron.(NM_183040,.intron.1.of.8)
chr6	15901101	15902646	Intergenic
chr6	15905472	15905856	Intergenic
chr6	16055873	16056947	Intergenic
chr6	16097603	16097816	Intergenic
chr6	16205775	16205995	Intergenic
chr6	16392629	16392851	intron.(NM_001128164,.intron.6.of.7)
chr6	16439013	16439273	intron.(NM_001128164,.intron.6.of.7)
chr6	16440768	16441019	intron.(NM_001128164,.intron.6.of.7)
chr6	16480596	16485420	intron.(NM_001128164,.intron.6.of.7)
chr6	16521383	16521648	intron.(NM_001128164,.intron.5.of.7)
chr6	16521720	16522835	intron.(NM_001128164,.intron.5.of.7)
chr6	16568748	16568927	intron.(NM_001128164,.intron.4.of.7)
chr6	16581908	16585010	intron.(NM_001128164,.intron.4.of.7)
chr6	16665860	16675888	intron.(NM_001128164,.intron.2.of.7)
chr6	16686712	16689510	intron.(NM_001128164,.intron.2.of.7)
chr6	16717535	16717730	intron.(NM_001128164,.intron.2.of.7)
chr6	16724012	16725055	intron.(NM_001128164,.intron.2.of.7)
chr6	16747172	16747440	intron.(NM_001128164,.intron.2.of.7)
chr6	16752824	16753009	intron.(NM_001128164,.intron.2.of.7)
chr6	16769295	16770424	Intergenic
chr6	16781788	16782024	Intergenic
chr6	16835538	16837717	Intergenic
chr6	16886122	16886315	Intergenic
chr6	17664001	17665500	intron.(NM_001278209,.intron.9.of.22)
chr6	17986379	17989725	promoter-TSS.(NM_001105568)
chr6	18122376	18122821	exon.(NM_198586,.exon.1.of.1)
chr6	18261711	18261905	intron.(NM_003472,.intron.2.of.10)
chr6	18330015	18331426	Intergenic
chr6	18358568	18364482	Intergenic
chr6	18380080	18383044	Intergenic
chr6	18397925	18398155	intron.(NM_182757,.intron.1.of.7)
chr6	18398976	18399163	intron.(NM_182757,.intron.1.of.7)
chr6	18402877	18403199	intron.(NM_182757,.intron.2.of.7)
chr6	18503526	18504561	Intergenic
chr6	19279564	19279826	Intergenic
chr6	19376200	19376407	Intergenic
chr6	20319199	20320737	Intergenic
chr6	20400743	20402014	promoter-TSS.(NM_001949)
chr6	20421975	20422077	intron.(NM_001243076,.intron.1.of.6)
chr6	20541990	20544924	intron.(NM_017774,.intron.2.of.15)
chr6	20614076	20614320	intron.(NM_017774,.intron.4.of.15)
chr6	21022494	21023716	intron.(NM_017774,.intron.11.of.15)
chr6	21097286	21097746	intron.(NM_017774,.intron.12.of.15)
chr6	21097898	21099382	intron.(NM_017774,.intron.12.of.15)
chr6	22623264	22623523	Intergenic
chr6	22828361	22829296	Intergenic
chr6	22958134	22958455	Intergenic
chr6	24355080	24355880	intron.(NM_016356,.intron.1.of.9)
chr6	24493837	24496934	exon.(NM_001080,.exon.1.of.10)
chr6	24513449	24514061	intron.(NM_170740,.intron.5.of.10)
chr6	24514087	24514785	intron.(NM_170740,.intron.5.of.10)
chr6	24774097	24777569	intron.(NM_001251991,.intron.1.of.6)
chr6	24797837	24798135	exon.(NM_001282492,.exon.2.of.2)
chr6	24856949	24860100	intron.(NM_001286446,.intron.8.of.13)
chr6	24882023	24882345	intron.(NM_001286446,.intron.1.of.13)
chr6	24882712	24885159	intron.(NM_001286446,.intron.1.of.13)
chr6	24886512	24886936	intron.(NM_001286446,.intron.1.of.13)
chr6	24887392	24887633	intron.(NM_001286446,.intron.1.of.13)
chr6	24887719	24888460	intron.(NM_001286446,.intron.1.of.13)
chr6	24888713	24889234	intron.(NM_001286446,.intron.1.of.13)
chr6	24889261	24889518	intron.(NM_001286446,.intron.1.of.13)
chr6	24890604	24892074	intron.(NM_001286446,.intron.1.of.13)
chr6	24900591	24900921	intron.(NM_001286446,.intron.1.of.13)
chr6	24908268	24908423	intron.(NM_001286446,.intron.1.of.13)
chr6	24909267	24909412	intron.(NM_001286446,.intron.1.of.13)
chr6	24909595	24909914	intron.(NM_001286446,.intron.1.of.13)
chr6	24910139	24911958	5'.UTR.(NM_014722,.exon.1.of.23)
chr6	24912233	24912394	promoter-TSS.(NM_014722)
chr6	24913548	24913692	intron.(NM_001286446,.intron.1.of.13)
chr6	24919756	24919940	intron.(NM_001286446,.intron.1.of.13)
chr6	24922755	24923087	intron.(NM_001286446,.intron.1.of.13)
chr6	24929000	24929578	intron.(NM_001286446,.intron.1.of.13)
chr6	24932818	24938670	intron.(NM_001286446,.intron.1.of.13)
chr6	24939696	24939939	intron.(NM_001286446,.intron.1.of.13)
chr6	24940008	24942155	intron.(NM_001286446,.intron.1.of.13)
chr6	24946823	24954352	intron.(NM_001286446,.intron.1.of.13)
chr6	25006294	25008255	intron.(NM_001286446,.intron.1.of.13)
chr6	25017474	25017676	intron.(NM_001286446,.intron.1.of.13)
chr6	25026827	25028861	intron.(NM_001286446,.intron.1.of.13)
chr6	25033869	25036895	intron.(NM_001286446,.intron.1.of.13)
chr6	25041541	25042960	5'.UTR.(NM_001286446,.exon.1.of.14)
chr6	25070818	25071126	Intergenic
chr6	25142532	25144081	Intergenic
chr6	25156607	25156902	Intergenic
chr6	25169377	25171948	Intergenic
chr6	25177492	25180529	Intergenic
chr6	25250133	25252441	intron.(NR_110863,.intron.2.of.2)
chr6	25275287	25289636	intron.(NM_017640,.intron.1.of.36)
chr6	25290193	25319570	intron.(NM_017640,.intron.2.of.36)
chr6	25327551	25337862	intron.(NM_017640,.intron.2.of.36)
chr6	25338710	25348425	intron.(NM_017640,.intron.2.of.36)
chr6	25427514	25429094	intron.(NM_017640,.intron.4.of.36)
chr6	25483332	25483532	intron.(NM_017640,.intron.12.of.36)
chr6	25601210	25601670	intron.(NM_017640,.intron.33.of.36)
chr6	25974427	25976627	intron.(NM_006355,.intron.7.of.7)
chr6	26030968	26034913	promoter-TSS.(NM_003537)
chr6	26042710	26046685	promoter-TSS.(NM_021062)
chr6	26066218	26067286	Intergenic
chr6	26086886	26089055	intron.(NM_139011,.intron.1.of.2)
chr6	26102982	26105810	exon.(NM_003542,.exon.1.of.1)
chr6	26183316	26185290	exon.(NM_003523,.exon.1.of.1)
chr6	26214864	26219238	promoter-TSS.(NM_021052)
chr6	26222996	26225440	Intergenic
chr6	26232475	26236568	TTS.(NM_005320)
chr6	26248722	26254266	promoter-TSS.(NM_003524)
chr6	26322036	26323300	Intergenic
chr6	26330038	26333160	Intergenic
chr6	26501404	26503000	intron.(NM_001732,.intron.2.of.6)
chr6	26550471	26551309	Intergenic
chr6	26987644	26987882	non-coding.(NR_026776,.exon.1.of.1)
chr6	26987986	26988139	promoter-TSS.(NR_026776)
chr6	27300749	27300849	Intergenic
chr6	27661269	27662647	promoter-TSS.(NR_038292)
chr6	27705685	27707093	Intergenic
chr6	27780678	27784268	promoter-TSS.(NM_003521)
chr6	27831661	27836207	TTS.(NM_005322)
chr6	27838768	27841890	promoter-TSS.(NM_003533)
chr6	27857593	27864589	promoter-TSS.(NM_003514)
chr6	28179269	28181496	Intergenic
chr6	28302207	28305367	5'.UTR.(NM_001243243,.exon.1.of.3)
chr6	28456185	28459032	Intergenic
chr6	28588962	28589386	Intergenic
chr6	28638450	28638660	Intergenic
chr6	28834008	28834983	Intergenic
chr6	28910784	28913061	non-coding.(NR_103538,.exon.1.of.1)
chr6	29595372	29595540	exon.(NM_021903,.exon.1.of.18).3
chr6	29595688	29596125	promoter-TSS.(NM_021903).3
chr6	29596705	29596860	promoter-TSS.(NM_021903).3
chr6	29599675	29601614	5'.UTR.(NM_001470,.exon.1.of.23).7
chr6	29648379	29648999	Intergenic
chr6	30167318	30170322	5'.UTR.(NM_003449,.exon.3.of.10).8
chr6	30173829	30175732	intron.(NM_003449,.intron.1.of.9).8
chr6	30509464	30510748	3'.UTR.(NM_005275,.exon.12.of.12).5
chr6	30613079	30616659	promoter-TSS.(NM_001109938).4
chr6	30748641	30751231	Intergenic
chr6	30761347	30761740	Intergenic
chr6	30761865	30762014	Intergenic
chr6	30786883	30787071	intron.(NR_130726,.intron.1.of.1)
chr6	30798144	30798383	intron.(NR_130726,.intron.1.of.1)
chr6	30875132	30876905	promoter-TSS.(NM_001517).6
chr6	31124648	31128360	promoter-TSS.(NM_001105564)
chr6	31147936	31148656	Intergenic
chr6	31157482	31159499	Intergenic
chr6	31542320	31542495	promoter-TSS.(NM_000594).4
chr6	31550691	31550857	promoter-TSS.(NM_009588)
chr6	31618645	31622269	promoter-TSS.(NM_001199698).2
chr6	31630853	31635507	promoter-TSS.(NM_033177)
chr6	31873471	31880179	intron.(NM_001178063,.intron.1.of.13).4
chr6	32014243	32014411	promoter-TSS.(NM_032470).9
chr6	32191551	32191699	intron.(NM_004557,.intron.1.of.29)
chr6	32194044	32194244	Intergenic
chr6	32212206	32213391	Intergenic
chr6	32221793	32225052	Intergenic
chr6	32403731	32409533	promoter-TSS.(NM_019111).4
chr6	32439340	32439501	Intergenic
chr6	32489482	32490020	exon.(NM_002125,.exon.2.of.6)
chr6	32490140	32490404	intron.(NM_002125,.intron.1.of.5)
chr6	32495955	32496173	intron.(NM_002125,.intron.1.of.5)
chr6	32496412	32497084	intron.(NM_002125,.intron.1.of.5)
chr6	32497267	32499345	promoter-TSS.(NM_002125)
chr6	32526123	32526623	intron.(NR_001298,.intron.1.of.5)
chr6	32544164	32544384	Intergenic
chr6	32549384	32549666	exon.(NM_001243965,.exon.4.of.7)
chr6	32551192	32552792	exon.(NM_001243965,.exon.2.of.7)
chr6	32554195	32554473	intron.(NM_002124,.intron.1.of.5)
chr6	32554517	32554943	intron.(NM_002124,.intron.1.of.5)
chr6	32555405	32555625	intron.(NM_002124,.intron.1.of.5)
chr6	32555645	32556479	intron.(NM_002124,.intron.1.of.5)
chr6	32556595	32558837	promoter-TSS.(NM_001243965)
chr6	32571027	32571317	Intergenic
chr6	32571686	32573180	Intergenic
chr6	32573676	32574531	Intergenic
chr6	32574997	32579033	Intergenic
chr6	32588990	32593711	Intergenic
chr6	32594212	32594427	Intergenic
chr6	32594470	32596612	Intergenic
chr6	32602050	32602512	Intergenic
chr6	32603044	32603363	Intergenic
chr6	32603593	32606661	promoter-TSS.(NM_002122)
chr6	32606669	32607012	intron.(NM_002122,.intron.1.of.4)
chr6	32607318	32607472	intron.(NM_002122,.intron.1.of.4)
chr6	32626003	32626537	TTS.(NM_002123)
chr6	32626586	32626817	TTS.(NM_002123)
chr6	32626889	32628877	3'.UTR.(NM_002123,.exon.5.of.5)
chr6	32631637	32637337	promoter-TSS.(NM_002123)
chr6	32652909	32653514	Intergenic
chr6	32656891	32657207	Intergenic
chr6	32657498	32658163	Intergenic
chr6	32658242	32658403	Intergenic
chr6	32659044	32659223	Intergenic
chr6	32728802	32728983	intron.(NM_001300790,.intron.2.of.5).7
chr6	32728986	32729224	intron.(NM_001300790,.intron.2.of.5).7
chr6	32789043	32789233	TTS.(NM_018833).2
chr6	32804632	32815193	exon.(NM_148919,.exon.4.of.6)
chr6	32835740	32835961	Intergenic
chr6	32861475	32863369	non-coding.(NR_037178,.exon.1.of.2)
chr6	32907839	32910041	promoter-TSS.(NM_002118)
chr6	32910989	32913298	Intergenic
chr6	32919264	32919443	intron.(NM_006120,.intron.1.of.4)
chr6	32919778	32921867	promoter-TSS.(NM_006120)
chr6	32952139	32952384	Intergenic
chr6	32976085	32976279	intron.(NM_002119,.intron.1.of.4).6
chr6	32976311	32977684	intron.(NM_002119,.intron.1.of.4).6
chr6	32977716	32977838	promoter-TSS.(NM_002119).6
chr6	32995110	32999186	Intergenic
chr6	33025837	33026063	Intergenic
chr6	33038619	33040143	intron.(NM_001242524,.intron.2.of.5).2
chr6	33040232	33041887	intron.(NM_001242524,.intron.2.of.5).2
chr6	33042141	33044679	promoter-TSS.(NM_002121).4
chr6	33045550	33045790	intron.(NM_002121,.intron.1.of.5).4
chr6	33045804	33046278	intron.(NM_002121,.intron.1.of.5).4
chr6	33046572	33047007	intron.(NM_002121,.intron.1.of.5).4
chr6	33048445	33048643	promoter-TSS.(NM_001242525).2
chr6	33304077	33304284	Intergenic
chr6	33387575	33387779	promoter-TSS.(NM_006772)
chr6	33387843	33388095	5'.UTR.(NM_006772,.exon.1.of.19)
chr6	33398744	33400456	intron.(NM_006772,.intron.3.of.18)
chr6	33475857	33476355	Intergenic
chr6	33543052	33543282	exon.(NM_001188,.exon.4.of.6)
chr6	33613321	33613522	intron.(NM_002224,.intron.2.of.57)
chr6	33676010	33681003	intron.(NM_032340,.intron.1.of.3)
chr6	34158143	34158412	Intergenic
chr6	34170051	34170194	Intergenic
chr6	34213529	34213704	TTS.(NM_178508)
chr6	34330938	34331101	intron.(NM_001202470,.intron.5.of.8)
chr6	34331218	34331457	intron.(NM_001202470,.intron.5.of.8)
chr6	34451847	34452044	intron.(NM_020804,.intron.1.of.9)
chr6	34452751	34454294	intron.(NM_020804,.intron.1.of.9)
chr6	34456281	34457019	intron.(NM_020804,.intron.1.of.9)
chr6	34498995	34499590	intron.(NM_001199583,.intron.8.of.9)
chr6	34499774	34500604	intron.(NM_001199583,.intron.9.of.9)
chr6	34577791	34578100	intron.(NM_022758,.intron.2.of.3)
chr6	34604810	34608399	intron.(NM_022758,.intron.2.of.3)
chr6	34628951	34629904	intron.(NM_024294,.intron.1.of.4)
chr6	34629976	34634437	intron.(NM_024294,.intron.1.of.4)
chr6	34638123	34644813	intron.(NM_024294,.intron.1.of.4)
chr6	34662048	34662209	intron.(NM_024294,.intron.1.of.4)
chr6	35015752	35016033	intron.(NM_015245,.intron.11.of.23)
chr6	35146768	35147171	Intergenic
chr6	35315118	35317706	intron.(NM_001171819,.intron.2.of.6)
chr6	35361347	35362655	intron.(NM_001171819,.intron.2.of.6)
chr6	35419176	35421390	5'.UTR.(NM_021922,.exon.1.of.10)
chr6	35630446	35633544	TTS.(NR_049873)
chr6	35641678	35641837	intron.(NM_001145775,.intron.2.of.11)
chr6	35693417	35706405	intron.(NR_027117,.intron.5.of.9)
chr6	35986597	35986960	intron.(NM_138718,.intron.2.of.17)
chr6	36279429	36283212	Intergenic
chr6	36327430	36329976	intron.(NM_001207035,.intron.7.of.7)
chr6	36336312	36338134	intron.(NM_001207038,.intron.4.of.6)
chr6	36338686	36358655	intron.(NM_001207040,.intron.1.of.6)
chr6	36527006	36527320	Intergenic
chr6	36691525	36695784	exon.(NM_001257357,.exon.10.of.14)
chr6	36880361	36881249	intron.(NM_001286636,.intron.5.of.9)
chr6	36964847	36967580	Intergenic
chr6	36983320	36983553	intron.(NM_173558,.intron.8.of.15)
chr6	36992396	36994427	intron.(NM_173558,.intron.13.of.15)
chr6	37009359	37009539	Intergenic
chr6	37097897	37098157	Intergenic
chr6	37108339	37110967	Intergenic
chr6	37111103	37111416	Intergenic
chr6	37111429	37112604	Intergenic
chr6	37112607	37112933	Intergenic
chr6	37121760	37125943	Intergenic
chr6	37128338	37129958	Intergenic
chr6	37189040	37191123	intron.(NM_001286401,.intron.1.of.2)
chr6	37343698	37343876	intron.(NM_003958,.intron.5.of.7)
chr6	37449374	37449558	TTS.(NM_015050)
chr6	37465159	37465690	intron.(NM_138493,.intron.1.of.3)
chr6	37465817	37468504	intron.(NM_138493,.intron.1.of.3)
chr6	37469619	37472053	Intergenic
chr6	37483628	37484385	intron.(NR_126057,.intron.1.of.3)
chr6	37514547	37516643	Intergenic
chr6	37516699	37517543	Intergenic
chr6	37517651	37517809	Intergenic
chr6	37518000	37518174	Intergenic
chr6	37518822	37519155	Intergenic
chr6	37519550	37519890	Intergenic
chr6	37521374	37525122	promoter-TSS.(NR_039669)
chr6	37528822	37531432	Intergenic
chr6	37664104	37667620	promoter-TSS.(NM_153487)
chr6	38202729	38203221	intron.(NM_052893,.intron.10.of.11)
chr6	38274177	38274775	intron.(NM_052893,.intron.8.of.11)
